25.66972	100.160689	322	3	1471592387770
25.66977	100.160661	325	3	1471592388800
25.669829	100.160636	329	3	1471592389770
25.669889	100.160614	332	3	1471592390789
25.669942	100.16058	330	4	1471592391802
25.669992	100.160555	330	4	1471592392802
25.670051	100.160526	334	4	1471592393823
25.670109	100.160491	335	4	1471592394796
25.670165	100.160455	332	4	1471592395802
25.670219	100.160419	331	7	1471592396801
25.670273	100.16038	331	7	1471592397799
25.670332	100.160338	331	7	1471592398802
25.670394	100.160298	332	7	1471592399811
25.67046	100.16026	332	8	1471592400905
25.67053	100.160225	332	8	1471592401807
25.670598	100.160188	333	8	1471592402877
25.670668	100.160154	334	8	1471592403792
25.67074	100.160118	333	8	1471592404802
25.670807	100.16008	331	8	1471592405791
25.670874	100.16004	330	8	1471592406788
25.670936	100.16	329	8	1471592407800
25.670992	100.159956	328	8	1471592408801
25.671048	100.159913	327	7	1471592409801
25.671103	100.159871	328	7	1471592410815
25.67116	100.159829	328	7	1471592411789
25.671218	100.15979	328	7	1471592412812
25.671278	100.159748	328	8	1471592413801
25.671341	100.159706	328	8	1471592414805
25.671401	100.159664	329	8	1471592415803
25.671462	100.159624	329	8	1471592416800
25.67152	100.159592	330	7	1471592417804
25.671579	100.15956	330	7	1471592418807
25.67164	100.159523	329	7	1471592419801
25.671703	100.159487	330	7	1471592420800
25.671767	100.159451	332	7	1471592421886
25.671834	100.159415	331	8	1471592422805
25.671899	100.159375	330	8	1471592423804
25.671963	100.159337	331	7	1471592424807
25.672024	100.1593	331	7	1471592425804
25.672082	100.159266	331	6	1471592426807
25.672138	100.159233	332	6	1471592427792
25.672196	100.159206	334	6	1471592428805
25.672248	100.159183	337	5	1471592429814
25.6723	100.159181	0	5	1471592430798
25.672347	100.159184	0	4	1471592431798
25.672403	100.15921	19	6	1471592432802
25.672468	100.159237	7	6	1471592433805
25.672518	100.159284	42	6	1471592434797
25.672571	100.159339	43	7	1471592435792
25.672613	100.159406	56	7	1471592436794
25.672658	100.159484	46	7	1471592437793
25.672697	100.159581	65	9	1471592438803
25.672734	100.15969	68	11	1471592439807
25.672773	100.159805	67	11	1471592440843
25.672831	100.159909	53	12	1471592441792
25.672885	100.160001	56	11	1471592442881
25.672946	100.160104	59	12	1471592443822
25.673003	100.16021	59	12	1471592444794
25.673064	100.160321	59	13	1471592445800
25.673119	100.160434	60	13	1471592446793
25.673171	100.16055	61	13	1471592447895
25.673226	100.160675	62	13	1471592448802
25.673281	100.160799	61	13	1471592449813
25.67334	100.160924	60	13	1471592450780
25.6734	100.161043	60	13	1471592451804
25.673454	100.161151	61	13	1471592452803
25.67351	100.161262	60	13	1471592453801
25.673566	100.161375	61	13	1471592454800
25.673622	100.161493	61	13	1471592455779
25.673676	100.161609	62	13	1471592456881
25.673728	100.161727	62	13	1471592457800
25.673786	100.161854	62	14	1471592458801
25.673842	100.161978	62	13	1471592459804
25.673892	100.162101	63	13	1471592460831
25.673945	100.162223	63	13	1471592461800
25.674003	100.162356	62	13	1471592462786
25.674068	100.162488	62	13	1471592463795
25.674121	100.162598	62	13	1471592464795
25.674172	100.162713	63	13	1471592465820
25.674222	100.162832	62	13	1471592466778
25.674274	100.162942	62	13	1471592467821
25.674325	100.163056	61	13	1471592468791
25.674377	100.16317	62	13	1471592469772
25.674432	100.163286	61	13	1471592470793
25.674493	100.163408	61	12	1471592471816
25.674549	100.163515	61	13	1471592472799
25.674607	100.163629	62	12	1471592473803
25.674658	100.163733	62	12	1471592474805
25.67471	100.163842	61	13	1471592475806
25.674761	100.163954	62	13	1471592476787
25.674817	100.164076	63	13	1471592477813
25.674876	100.164203	62	12	1471592478801
25.674934	100.164324	62	12	1471592479791
25.674987	100.164433	62	11	1471592480789
25.675025	100.164518	61	10	1471592481861
25.675065	100.164601	62	9	1471592482817
25.675114	100.164712	63	10	1471592483801
25.675155	100.164804	64	9	1471592484803
25.675193	100.164884	61	8	1471592485903
25.67523	100.164954	60	7	1471592486799
25.675263	100.165015	59	6	1471592487793
25.675289	100.165062	61	5	1471592488789
25.675317	100.165114	61	5	1471592489805
25.675349	100.165178	62	7	1471592490881
25.675374	100.165245	64	8	1471592491817
25.675418	100.165337	64	9	1471592492815
25.675461	100.16543	63	9	1471592493812
25.675503	100.165516	62	8	1471592494804
25.675542	100.165597	61	8	1471592495790
25.675581	100.165676	62	8	1471592496807
25.67562	100.165761	65	9	1471592497805
25.675663	100.165848	63	10	1471592498876
25.675708	100.165938	62	10	1471592499797
25.67575	100.166029	63	10	1471592500801
25.675813	100.166111	46	11	1471592501799
25.67585	100.166192	58	9	1471592502799
25.675877	100.166264	59	8	1471592503804
25.675903	100.166331	61	8	1471592504805
25.675922	100.166386	62	7	1471592505804
25.675935	100.166429	63	6	1471592506810
25.675952	100.166482	64	5	1471592507858
25.675968	100.166522	63	3	1471592508804
25.675976	100.166541	65	1	1471592509802
25.675978	100.166546	63	1	1471592510804
25.675978	100.166546	63	0	1471592511801
25.675978	100.166546	63	0	1471592512823
25.675978	100.166546	63	0	1471592513786
25.675978	100.166546	63	0	1471592514845
25.675978	100.166546	63	0	1471592515803
25.675978	100.166546	63	0	1471592516769
25.675978	100.166546	63	0	1471592517794
25.675978	100.166546	63	0	1471592518801
25.675978	100.166546	63	0	1471592519805
25.675978	100.166546	63	0	1471592520800
25.675978	100.166546	63	0	1471592521775
25.675978	100.166546	63	0	1471592522801
25.675978	100.166546	63	0	1471592523864
25.675978	100.166546	63	0	1471592524799
25.675978	100.166546	63	0	1471592525793
25.675978	100.166546	63	0	1471592526815
25.675978	100.166546	63	0	1471592527798
25.675978	100.166546	63	0	1471592528803
25.675978	100.166546	63	0	1471592529816
25.675978	100.166546	63	0	1471592530812
25.675978	100.166546	63	0	1471592531808
25.675978	100.166546	63	0	1471592532876
25.675978	100.166546	63	0	1471592533806
25.675978	100.166546	63	0	1471592534802
25.676004	100.166581	61	2	1471592535801
25.676015	100.166605	60	3	1471592536786
25.67603	100.166636	60	4	1471592537795
25.67605	100.166672	60	5	1471592538790
25.676075	100.166721	59	6	1471592539822
25.676105	100.166778	59	7	1471592540802
25.676135	100.166837	60	7	1471592541801
25.676168	100.166904	60	8	1471592542865
25.676202	100.166976	61	8	1471592543807
25.67624	100.167057	61	8	1471592544813
25.67628	100.167143	62	9	1471592545806
25.676319	100.167223	61	9	1471592546807
25.67636	100.167303	60	9	1471592547778
25.676403	100.167383	60	9	1471592548804
25.676446	100.167463	61	9	1471592549793
25.676486	100.167545	61	9	1471592550808
25.676528	100.167628	61	9	1471592551806
25.676571	100.167711	61	8	1471592552781
25.676613	100.167794	61	8	1471592553812
25.676652	100.167876	61	8	1471592554805
25.676681	100.167941	60	8	1471592555804
25.676715	100.168012	60	8	1471592556804
25.676747	100.168081	60	7	1471592557775
25.676779	100.168149	61	7	1471592558787
25.676807	100.16822	63	7	1471592559807
25.676835	100.16829	63	8	1471592560789
25.676861	100.168362	64	8	1471592561872
25.676889	100.168436	64	8	1471592562804
25.676921	100.168512	63	8	1471592563806
25.676957	100.168592	63	8	1471592564800
25.676994	100.168671	62	8	1471592565789
25.67703	100.168747	62	8	1471592566808
25.677066	100.168818	62	7	1471592567770
25.677099	100.168884	61	7	1471592568794
25.677132	100.168947	62	6	1471592569808
25.677154	100.168999	64	5	1471592570877
25.67718	100.169055	61	6	1471592571797
25.677199	100.169097	61	5	1471592572800
25.677206	100.169121	63	2	1471592573792
25.677218	100.169152	62	2	1471592574791
25.677217	100.169169	81	2	1471592575804
25.677203	100.169194	102	3	1471592576791
25.677187	100.169218	101	3	1471592577772
25.677176	100.169253	103	3	1471592578809
25.677165	100.169286	107	4	1471592579801
25.67714	100.169324	123	5	1471592580886
25.677107	100.169383	124	7	1471592581807
25.677072	100.16945	125	7	1471592582803
25.677022	100.169525	127	9	1471592583803
25.676968	100.169597	131	9	1471592584812
25.676901	100.169674	133	11	1471592585810
25.676823	100.16975	137	11	1471592586778
25.676733	100.169806	151	11	1471592587800
25.676639	100.169871	149	12	1471592588810
25.676553	100.169937	146	11	1471592589777
25.676464	100.170003	147	11	1471592590792
25.676385	100.17006	148	10	1471592591808
25.676316	100.170106	149	8	1471592592800
25.676248	100.170154	149	7	1471592593819
25.676192	100.170193	148	6	1471592594786
25.676143	100.170231	149	5	1471592595768
25.676108	100.170261	148	4	1471592596881
25.676088	100.170279	147	2	1471592597792
25.676066	100.170296	150	2	1471592598803
25.676053	100.170321	113	1	1471592599805
25.676049	100.170339	86	1	1471592600803
25.676049	100.170339	86	0	1471592601801
25.676049	100.170339	86	0	1471592602811
25.676049	100.170339	86	0	1471592603799
25.676049	100.170339	86	0	1471592604882
25.676049	100.170339	86	0	1471592605802
25.676049	100.170339	86	0	1471592606772
25.676049	100.170339	86	0	1471592607805
25.676049	100.170339	86	0	1471592608786
25.676049	100.170339	86	0	1471592609798
25.676049	100.170339	86	0	1471592610891
25.676049	100.170339	86	0	1471592611805
25.676049	100.170339	86	0	1471592612814
25.676049	100.170339	86	0	1471592613885
25.676049	100.170339	86	0	1471592614805
25.676049	100.170339	86	0	1471592615798
25.676049	100.170339	86	0	1471592616797
25.676049	100.170339	86	0	1471592617803
25.676049	100.170339	86	0	1471592618801
25.676049	100.170339	86	0	1471592619799
25.676049	100.170339	86	0	1471592620792
25.676049	100.170339	86	0	1471592621863
25.676049	100.170339	86	0	1471592622799
25.676049	100.170339	86	0	1471592623805
25.676049	100.170339	86	0	1471592624774
25.676049	100.170339	86	0	1471592625810
25.676049	100.170339	86	0	1471592626802
25.676049	100.170339	86	0	1471592627782
25.676016	100.170367	14	4	1471592628797
25.676049	100.170364	350	0	1471592629811
25.676084	100.170358	348	0	1471592630880
25.676138	100.17033	333	0	1471592631805
25.676197	100.170297	333	7	1471592632883
25.676265	100.170258	334	9	1471592633806
25.67636	100.170209	333	10	1471592634795
25.676465	100.170145	330	12	1471592635787
25.67657	100.170083	331	13	1471592636792
25.676664	100.170017	325	12	1471592637770
25.676777	100.169932	326	15	1471592638805
25.676871	100.169858	323	13	1471592639880
25.676958	100.169789	324	11	1471592640816
25.677047	100.169718	324	12	1471592641804
25.677131	100.169649	324	11	1471592642770
